gloss,video_count,train_count,val_count,test_count,participant_count,asl_lex_codes
AMAZING,29,15,3,11,29,D_02_093
ARM2,29,13,4,12,27,K_01_095
ARRIVE,29,15,3,11,28,D_01_073
BLEED,29,15,3,11,28,J_03_075
BRA2,29,14,3,12,27,K_01_090
BRUSH,29,14,4,11,28,A_01_072
BUN,29,15,3,11,28,K_03_121
CALL1,29,15,3,11,29,C_02_061
CANOE,29,15,3,11,29,D_01_045
CAPE,29,13,5,11,27,F_01_004
CAR,29,15,3,11,29,D_02_043
CASTLE2,29,16,3,10,29,K_01_017
CAT2,29,13,4,12,26,K_02_047
CATCHBASEBALL,29,14,4,11,27,K_02_058
CAUSE,29,15,3,11,28,D_01_088
CELEBRATE,29,14,3,12,28,J_02_100
CHANGE,29,13,5,11,27,E_01_031
CHEAT2,29,15,3,11,28,D_01_027
CHERISH,29,13,4,12,27,J_02_033
CHICAGO,29,12,4,13,27,D_01_043
CLOUD3,29,15,3,11,27,K_03_059
CLUELESS,29,13,4,12,26,F_03_082
CONDUCT1,29,14,4,11,28,K_01_060
CONDUCT2,29,14,4,11,28,K_03_057
CONDUCT3,29,13,4,12,27,K_02_091
CONFLICT,29,13,4,12,27,J_02_084
CRAZY,29,15,3,11,29,D_03_040
CURL1,29,15,4,10,28,K_01_072
DART,29,15,3,11,28,C_03_029
DAY,29,16,3,10,29,C_01_044
DEVIL,29,14,4,11,28,A_01_079
DINOSAUR1,29,14,4,11,28,A_01_031
DIP3,29,15,3,11,28,K_02_052
DOLL,29,15,3,11,28,C_02_049
DOLPHIN2,29,15,3,11,28,K_02_021
DOWN,29,15,3,11,27,G_03_055
DRAW,29,15,3,11,29,D_02_063
DRIBBLE,29,13,4,12,27,K_02_074
DROWN1,29,14,4,11,27,K_02_111
DROWN3,29,15,3,11,28,D_01_017
DUCK1,29,14,3,12,27,K_02_068
EAGLE2,29,14,4,11,27,D_03_066
EARN,29,16,3,10,28,C_03_055
ECLIPSE,29,13,4,12,26,F_02_015
ENJOY,29,15,3,11,28,D_03_033
ENVELOPE4,29,14,5,10,27,K_03_062
ESCALATE,29,12,3,14,26,H_01_033
EXPERT,29,15,3,11,28,J_03_099
FACULTY,29,14,4,11,27,J_02_061
FATHER,29,14,3,12,27,B_01_077
FEBRUARY,29,14,4,11,27,D_01_093
FINALLY,29,14,3,12,27,D_01_012
FISHING2,29,13,4,12,27,K_01_050
FLAG2,29,15,5,9,26,G_02_092
FOCUS,29,15,3,11,28,J_03_056
FOLLOW3,29,15,3,11,28,K_03_016
FORFEIT,29,15,3,11,29,D_02_038
FORMER,29,13,4,12,27,J_02_066
FRANCE,29,15,3,11,29,D_02_078
FREE,29,14,4,11,26,G_01_027
FRENCH,29,15,3,11,28,C_02_022
FRIEND,29,15,3,11,29,D_03_010
FRISK,29,13,4,12,26,K_02_070
FULL,29,15,3,11,29,D_02_048
FURNITURE,29,14,3,12,27,C_02_059
GOD,29,16,2,11,29,D_02_068
GRANDMOTHER,29,15,3,11,28,C_02_027
GRAPES2,29,15,3,11,28,K_01_010
GUN1,29,15,3,11,28,D_02_046
HALFHOUR,29,14,4,11,27,J_02_024
HATBRIM,29,14,3,12,28,J_03_106
HEAR1,29,14,4,11,27,E_01_097
HELICOPTER1,29,15,3,11,28,K_02_004
HIGH,29,12,4,13,27,C_02_045
HOMEWORK,29,13,5,11,28,A_03_003
HORSE,29,14,4,11,28,A_01_029
HOTCOMPETITION,29,14,3,12,27,E_01_026
HUMBLE,29,15,4,10,28,A_01_009
IDEA,29,15,3,11,29,D_01_085
IPHONE,29,15,3,11,28,K_01_021
ISLAND,29,14,4,11,28,A_01_025
ITCH,29,13,4,12,27,J_01_068
JUGGLE,29,15,3,11,28,D_01_037
KEEP,29,14,4,11,26,H_03_005
KISS2,29,15,3,11,28,K_01_005
KITE2,29,13,5,11,27,K_02_117
KNIGHT2,29,15,4,10,28,K_01_087
LECTURE,29,12,4,13,27,C_03_048
LESS,29,14,4,11,27,E_02_043
LETKNOW,29,16,2,11,29,D_02_028
LIGHTCANDLE,29,15,3,11,28,K_02_116
LIGHTWEIGHT,29,13,4,12,28,C_01_012
LOBSTER1,29,12,4,13,26,D_01_072
LONGAGO,29,14,3,12,28,J_01_026
LONGTIME,29,14,4,11,27,J_03_013
MAGIC,29,15,3,11,28,D_03_018
MAKEBELIEVE,29,15,3,11,28,J_02_097
MATCH,29,15,3,11,29,D_01_050
MEET,29,16,3,10,29,D_02_018
MEETING,29,13,4,12,26,C_03_082
MOON,29,14,4,11,28,A_01_036
MOP1,29,15,4,10,28,A_02_090
MUSIC,29,12,5,12,27,A_01_080
NECKLACE2,29,15,3,11,28,K_03_090
NEGATIVE,29,14,4,11,26,J_01_008
NEXTDOWN,29,15,3,11,27,J_03_101
OVERTAKE,29,13,4,12,27,J_02_007
OWL,29,12,5,12,27,D_01_087
PAINT,29,15,3,11,28,D_01_048
PERCEIVE,29,14,3,12,28,J_02_063
PERCENT,29,12,5,12,27,C_02_082
PERSISTENT,29,14,4,11,27,E_01_078
PET2,29,15,3,11,28,K_02_085
PHONE,29,12,5,12,27,A_02_040
PILLOW1,29,14,4,11,28,A_02_019
PINCH2,29,13,5,11,27,K_03_112
POLISH,29,13,4,12,27,J_01_086
POOR,29,15,3,11,28,C_02_011
POP1,29,13,4,12,28,K_03_031
POP2,29,14,4,11,28,D_03_023
POSITIVE,29,14,4,11,27,J_02_050
PREACHER,29,15,3,11,29,D_01_019
PRESIDENT,29,12,4,13,27,D_02_016
PRESSINMIND,29,13,4,12,28,E_02_082
PROCESS,29,14,5,10,28,E_03_055
PSYCHOLOGIST,29,14,4,11,28,A_03_010
RACE,29,13,4,12,27,F_02_075
RACECARTRACK,29,15,3,11,28,K_02_121
REMIND,29,13,4,12,26,J_02_103
REPLACE,29,15,3,11,28,J_03_007
RESENT,29,14,4,11,28,J_03_039
RESPECT,29,13,4,12,27,J_01_029
RHINO1,29,15,3,11,27,K_03_116
ROAR1,29,15,3,11,28,J_03_062
RUNFAUCET,29,15,3,11,28,K_03_096
SAFE,29,13,5,11,26,G_01_085
SAIL1,29,13,5,11,27,D_01_074
SANDALS,29,13,4,12,28,A_02_004
SAW2,29,14,4,11,28,K_02_007
SELL,29,15,3,11,28,J_03_024
SEVERAL,29,13,4,12,27,J_01_099
SHAMPOO,29,12,4,13,27,D_01_035
SHARK2,29,14,4,11,27,E_03_023
SHIELD,29,14,4,11,28,E_01_050
SIGNLANGUAGE,29,15,3,11,28,D_02_031
SLICE3,29,13,3,13,26,K_03_067
SMOKING,29,15,3,11,28,C_03_087
SNOW1,29,12,4,13,27,A_01_057
SOCIAL,29,14,3,12,28,H_03_030
SOMERSAULT2,29,15,4,10,28,K_03_064
STACK2,29,13,4,12,27,K_03_069
STAND2,29,14,4,11,27,E_02_011
STEAK,29,14,3,12,27,D_02_041
STETHOSCOPE3,29,13,4,12,27,K_02_031
STETHOSCOPE4,29,14,4,11,27,K_01_075
STRAIN1,29,16,3,10,28,K_03_045
STRETCH-CA,29,15,3,11,28,K_03_078
STRETCH1,29,15,3,11,28,K_03_126
SUN,29,12,4,13,27,C_02_003
SUNBATHE2,29,12,5,12,26,H_02_013
SUSPENDERS1,29,14,4,11,29,E_03_077
SWEET,29,15,3,11,28,J_03_029
SWIM2,29,15,3,11,28,K_03_106
TABLET,29,15,3,11,28,K_02_126
TAIL1,29,17,2,10,26,D_01_083
TALL1,29,12,5,12,27,B_01_030
TASTE,29,13,4,12,27,J_01_081
TEAR,29,15,3,11,28,C_02_016
THINKEXPAND,29,13,4,12,26,G_02_015
THIRSTY,29,14,3,12,27,C_03_071
TO,29,13,4,12,26,E_03_086
TREE,29,12,4,13,27,A_01_002
TRIM2,29,15,3,11,27,K_03_111
TRIPLE,29,15,3,11,28,J_02_077
TV,29,15,3,11,28,C_02_038
UNICORN,29,13,4,12,26,F_02_031
VIDEOGAME,29,15,3,11,27,H_01_091
VILLAGE,29,14,3,12,27,K_01_121
WEATHER,29,12,4,13,27,C_03_072
WINDMILL2,29,13,4,12,28,K_01_118
WORRY,29,12,5,12,27,C_02_015
WRAPUP2,29,13,4,12,26,K_02_062
YAY,29,14,5,10,26,J_01_030
YEAH,29,15,3,11,28,D_01_058
BALL,28,14,3,11,26,C_02_044
CARROT3,28,13,3,12,26,K_01_105
HAIR1,28,13,5,10,27,A_02_056
HANGCLOTHES,28,12,5,11,25,K_02_069
OUT,28,12,4,12,27,E_02_066
BASKETBALL2,24,11,3,10,21,H_02_004
BASKETBALL3,24,11,3,10,20,K_01_013
CANCER2,24,11,4,9,21,G_03_056
DEVELOP2,24,10,4,10,20,H_01_050
DINNER2,24,11,4,9,21,J_02_023
DOG3,24,12,3,9,21,K_01_055
DRAG2,24,11,5,8,21,K_01_022
EAT2,24,12,3,9,23,B_03_082
HALLOWEEN2,24,11,5,8,22,G_02_035
HOSPITAL2,24,11,3,10,21,J_02_022
HURDLE/TRIP2,24,12,3,9,22,F_02_012
LUNCH2,24,12,3,9,22,F_01_076
MOVIE2,24,12,3,9,22,D_01_026
TWINS2,24,10,4,10,21,J_02_089
AXE2,23,10,4,9,20,F_01_013
BACKPACK2,23,11,3,9,20,G_01_064
BELIEVE2,23,10,3,10,21,G_02_011
BITE2,23,10,5,8,20,G_02_099
BREAKFAST2,23,10,3,10,21,F_01_073
CALENDAR2,23,12,3,8,22,D_02_061
CANCEL2,23,11,4,8,22,J_02_040
CHRISTMAS2,23,11,3,9,21,J_03_061
CONFUSED2,23,10,5,8,20,J_02_067
DARK2,23,11,4,8,21,E_01_012
DEAF2,23,10,3,10,21,E_03_098
DECIDE2,23,12,3,8,22,D_03_057
DOG4,23,11,3,9,20,H_02_103
DOWNSIZE2,23,11,3,9,20,D_02_058
EDIT2,23,10,4,9,21,F_01_068
ELEVATOR2,23,12,3,8,22,E_03_072
FINE2,23,12,3,8,22,D_02_067
FOREIGNER2,23,11,3,9,22,C_03_067
LOCK2,23,12,3,8,21,D_01_078
MICROSCOPE3,23,11,4,8,21,F_02_053
NIGHT2,23,10,3,10,21,D_02_047
NOON2,23,11,4,8,22,G_03_002
PARTY2,23,11,4,8,21,F_02_001
RECENT2,23,11,4,8,22,J_02_056
RESEARCH2,23,12,4,7,22,B_03_084
RIVER2,23,10,4,9,21,F_02_066
ROCKINGCHAIR2,23,11,3,9,22,E_03_024
SPECIAL2,23,11,3,9,20,H_01_068
TAKEOFF2,23,9,5,9,19,H_03_050
THIRD2,23,11,4,8,22,J_02_072
WHATFOR2,23,11,3,9,21,C_02_054
WHATFOR3,23,12,3,8,22,C_02_054
BELT2,22,10,4,8,20,E_02_093
CLOUD2,22,10,3,9,21,A_01_077
DEMAND2,22,10,3,9,21,C_01_078
GUESS2,22,10,3,9,21,C_01_057
MECHANIC2,22,9,4,9,19,D_01_066
PATIENT3,22,11,3,8,21,D_02_056
SHAVE2,22,11,3,8,22,B_03_017
THEY2,22,11,3,8,20,E_01_044
TYPE2,22,12,3,7,22,B_01_056
BEE2,21,9,4,8,19,E_03_018
LETTUCE2,21,10,3,8,21,B_01_073
